,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daylight,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR
1882,2012-05-22,71,50,61,0,41,51,4,0,0.0,29.28,30.02,6.1,5,7.2,1486,0,0,0,0,0,0,0,0,0,0,0
1884,2012-05-23,82,47,65,4,42,54,0,0,0.0,29.1,29.84,6.6,16,6.9,1487,0,0,0,0,0,0,0,0,0,0,0
1886,2012-05-24,90,64,77,15,53,63,0,12,0.0,28.97,29.69,17.5,18,17.7,1489,0,0,0,0,0,0,0,0,0,0,0
1888,2012-05-25,83,65,74,12,49,59,0,9,0.0,29.31,29.98,3.4,3,10.0,1491,0,0,0,0,0,0,0,0,0,0,0
1890,2012-05-26,86,60,73,11,54,61,0,8,0.0,29.37,30.07,9.6,7,11.2,1493,0,0,0,1,0,0,0,0,0,0,0
1892,2012-05-27,97,70,84,22,59,68,0,19,0.0,29.16,29.9,8.7,18,10.1,1494,0,0,0,0,0,0,0,0,0,0,0
1894,2012-05-28,95,77,86,23,60,69,0,21,0.0,29.03,29.75,13.4,22,14.0,1495,0,0,0,0,0,0,0,0,0,0,0
1896,2012-05-29,85,61,73,9,46,59,0,8,0.0,29.1,29.81,11.1,28,12.2,1496,0,0,0,0,0,0,0,0,0,0,0
1898,2012-05-30,70,53,62,-2,46,53,3,0,0.0,29.22,29.91,5.4,36,9.6,1498,0,0,0,0,0,0,0,0,0,0,0
1900,2012-05-31,54,47,51,-13,45,48,14,0,1.12,29.2,29.95,10.3,4,11.0,1499,0,0,0,0,1,0,0,0,0,0,0
1902,2012-06-01,65,49,57,-7,43,49,8,0,0.01,29.07,29.8,7.3,36,9.9,1501,0,0,0,1,0,0,0,0,0,0,0
1904,2012-06-02,76,49,63,-1,46,55,2,0,0.0,29.03,29.75,10.6,26,10.8,1501,0,0,0,0,0,0,0,0,0,0,0
1906,2012-06-03,81,57,69,5,48,58,0,4,0.0,29.1,29.81,9.5,28,9.7,1503,0,0,0,0,0,0,0,0,0,0,0
1908,2012-06-04,75,59,67,3,47,56,0,2,0.0,29.18,29.89,7.5,4,8.2,1504,0,0,0,0,0,0,0,0,0,0,0
1910,2012-06-05,70,57,64,-1,49,56,1,0,0.0,29.29,30.0,8.9,4,9.2,1506,0,0,0,0,0,0,0,0,0,0,0
1912,2012-06-06,76,52,64,-2,46,55,1,0,0.0,29.36,30.07,6.2,4,6.5,1506,0,0,0,0,0,0,0,0,0,0,0
1914,2012-06-07,82,54,68,2,44,56,0,3,0.0,29.38,30.09,2.2,10,4.5,1507,0,0,0,0,0,0,0,0,0,0,0
1916,2012-06-08,88,54,71,5,49,60,0,6,0.0,29.26,29.99,7.2,25,7.7,1508,0,0,0,0,0,0,0,0,0,0,0
1918,2012-06-09,90,65,78,12,50,62,0,13,0.0,29.18,29.9,9.3,22,10.1,1509,0,0,0,0,0,0,0,0,0,0,0
1920,2012-06-10,93,67,80,13,56,66,0,15,0.0,29.2,29.9,11.9,19,12.3,1510,0,0,0,0,0,0,0,0,0,0,0
1922,2012-06-11,90,70,80,13,62,68,0,15,0.0,29.12,29.82,8.9,23,11.1,1510,0,0,0,1,0,0,0,0,0,0,0
1924,2012-06-12,78,59,69,1,46,57,0,4,0.0,29.34,30.03,7.0,33,10.5,1511,0,0,0,0,0,0,0,0,0,0,0
1926,2012-06-13,72,54,63,-5,45,55,2,0,0.0,29.43,30.15,7.2,8,7.5,1511,0,0,0,0,0,0,0,0,0,0,0
1928,2012-06-14,87,56,72,4,48,59,0,7,0.0,29.34,30.08,7.9,13,9.0,1512,0,0,0,0,0,0,0,0,0,0,0
1930,2012-06-15,94,59,77,9,49,62,0,12,0.0,29.33,30.04,8.2,16,9.7,1512,0,0,0,0,0,0,0,0,0,0,0
1932,2012-06-16,94,69,82,13,60,68,0,17,0.31,29.23,29.95,10.0,20,11.3,1513,0,0,0,0,1,0,0,0,0,0,0
1934,2012-06-17,87,69,78,9,59,66,0,13,0.11,29.13,29.85,5.7,23,7.1,1513,0,0,0,0,1,0,0,0,0,0,0
1936,2012-06-18,94,69,82,12,65,71,0,17,0.0,29.03,29.73,16.8,21,17.2,1513,0,0,0,0,0,0,0,0,0,0,0
1938,2012-06-19,95,78,87,17,65,72,0,22,0.0,29.21,29.89,14.9,21,15.5,1514,0,0,0,0,0,0,0,0,0,0,0
1940,2012-06-20,95,77,86,16,62,71,0,21,0.0,29.22,29.93,15.2,21,15.4,1514,0,0,0,0,0,0,0,0,0,0,0
1942,2012-06-21,85,70,78,8,59,66,0,13,0.01,29.21,29.91,7.5,27,9.8,1514,0,0,0,1,0,0,0,0,0,0,0
1944,2012-06-22,87,64,76,6,52,62,0,11,0.0,29.26,29.97,2.6,34,6.6,1514,0,0,0,0,0,0,0,0,0,0,0
1946,2012-06-23,87,62,75,5,55,64,0,10,0.0,29.28,30.0,3.2,8,5.7,1514,0,0,0,0,0,0,0,0,0,0,0
1948,2012-06-24,94,65,80,9,57,65,0,15,0.0,29.25,29.96,3.1,4,7.0,1514,0,0,0,0,0,0,0,0,0,0,0
1950,2012-06-25,76,60,68,-3,49,58,0,3,0.0,29.35,30.06,13.6,4,14.0,1514,0,0,0,0,0,0,0,0,0,0,0
1952,2012-06-26,83,56,70,-1,50,59,0,5,0.0,29.27,30.0,3.5,9,4.9,1513,0,0,0,0,0,0,0,0,0,0,0
1954,2012-06-27,92,57,75,4,51,63,0,10,0.0,29.13,29.87,12.1,20,12.4,1513,0,0,0,0,0,0,0,0,0,0,0
1956,2012-06-28,100,76,88,17,69,74,0,23,0.04,29.08,29.78,6.4,26,8.4,1512,0,0,0,0,0,0,0,0,0,0,0
1958,2012-06-29,88,69,79,8,61,67,0,14,0.42,29.16,29.84,2.4,4,6.9,1512,0,0,0,0,0,0,0,0,0,1,0
1960,2012-06-30,92,69,81,9,67,72,0,16,0.0,29.11,29.82,6.0,24,6.6,1512,0,0,0,0,0,0,0,0,0,0,0
1962,2012-07-01,91,68,80,8,67,71,0,15,0.0,29.23,29.92,3.1,23,5.4,1511,0,0,0,0,0,0,0,0,0,0,0
1964,2012-07-02,98,71,85,13,69,74,0,20,0.0,29.21,29.93,4.4,23,5.2,1511,1,0,0,0,0,0,0,0,0,0,0
1966,2012-07-03,96,77,87,15,67,74,0,22,0.0,29.13,29.85,9.4,25,9.9,1510,0,0,0,0,0,0,0,0,0,0,0
1968,2012-07-04,102,79,91,19,68,75,0,26,0.0,29.15,29.85,9.4,25,9.6,1508,0,0,0,0,0,0,0,0,0,0,0
1970,2012-07-05,103,79,91,19,69,75,0,26,0.28,29.2,29.89,5.5,24,7.5,1508,0,0,0,0,0,0,0,0,0,0,0
1972,2012-07-06,103,82,93,21,71,77,0,28,0.0,29.21,29.92,6.5,27,7.3,1507,0,0,0,0,0,0,0,0,0,0,0
1974,2012-07-07,98,73,86,14,67,72,0,21,0.0,29.26,29.96,7.9,2,11.9,1507,0,0,0,0,0,0,0,0,0,0,0
1976,2012-07-08,85,68,77,4,56,65,0,12,0.0,29.34,30.04,11.3,3,11.5,1505,0,0,0,0,0,0,0,0,0,0,0
1978,2012-07-09,91,66,79,6,57,65,0,14,0.0,29.33,30.03,4.7,5,6.8,1504,0,0,0,0,0,0,0,0,0,0,0
1980,2012-07-10,83,67,75,2,55,64,0,10,0.0,29.39,30.1,9.9,4,10.1,1504,0,0,0,0,0,0,0,0,0,0,0
1982,2012-07-11,87,64,76,3,57,65,0,11,0.0,29.39,30.1,5.8,9,8.1,1502,0,0,0,0,0,0,0,0,0,0,0
1984,2012-07-12,91,66,79,6,54,65,0,14,0.0,29.35,30.06,6.4,11,8.0,1501,0,0,0,0,0,0,0,0,0,0,0
1986,2012-07-13,93,70,82,9,63,69,0,17,0.28,29.31,30.03,3.4,15,6.2,1499,0,0,0,0,0,0,0,0,0,0,1
1988,2012-07-14,90,70,80,7,65,70,0,15,0.0,29.3,30.02,2.0,25,6.4,1499,0,0,0,0,0,0,0,0,0,0,0
1990,2012-07-15,95,71,83,9,66,71,0,18,0.0,29.29,30.01,2.2,27,7.4,1497,0,0,0,0,0,0,0,0,0,0,0
1992,2012-07-16,97,72,85,11,66,72,0,20,0.0,29.19,29.91,7.1,24,7.6,1495,0,0,0,0,0,0,0,0,0,0,0
1994,2012-07-17,99,79,89,15,67,74,0,24,0.0,29.13,29.83,8.6,26,9.8,1494,0,0,0,0,0,0,0,0,0,0,0
1996,2012-07-18,94,72,83,9,71,74,0,18,0.85,29.18,29.89,6.0,6,8.3,1492,0,0,0,0,0,0,0,0,0,0,1
1998,2012-07-19,83,71,77,3,70,72,0,12,0.8,29.2,29.9,5.2,4,10.9,1490,0,0,0,0,1,0,0,0,0,0,0
2000,2012-07-20,81,68,75,1,59,65,0,10,0.0,29.34,30.04,9.5,4,10.1,1490,0,0,0,0,0,0,0,0,0,0,0
2002,2012-07-21,87,65,76,2,63,69,0,11,0.0,29.34,30.05,4.3,24,4.9,1488,0,0,0,0,0,0,0,0,0,0,0
2004,2012-07-22,89,68,79,5,66,70,0,14,0.0,29.31,30.04,5.9,21,6.4,1486,0,0,0,0,0,0,0,0,0,0,0
2006,2012-07-23,97,81,89,15,68,74,0,24,0.0,29.2,29.91,9.8,24,10.5,1484,0,0,0,1,0,0,0,0,0,0,0
2008,2012-07-24,84,69,77,3,65,70,0,12,0.54,29.24,29.94,6.6,5,7.8,1482,0,0,0,1,0,0,0,0,0,0,0
2010,2012-07-25,99,70,85,11,67,73,0,20,0.01,28.99,29.73,9.3,20,12.2,1480,0,0,0,1,0,0,0,0,0,0,0
2012,2012-07-26,89,69,79,5,69,72,0,14,0.71,29.0,29.7,6.4,25,9.1,1479,0,0,0,1,0,0,0,0,0,0,0
2014,2012-07-27,86,66,76,2,64,68,0,11,0.03,29.17,29.84,5.4,34,8.6,1477,0,0,0,0,0,0,0,0,0,0,0
2016,2012-07-28,82,67,75,1,60,66,0,10,0.0,29.38,30.07,6.2,6,7.9,1475,0,0,0,0,0,0,0,0,0,0,0
2018,2012-07-29,85,63,74,0,59,66,0,9,0.0,29.31,30.03,4.4,15,5.5,1473,0,0,0,1,0,0,0,0,0,0,0
2020,2012-07-30,92,69,81,7,62,69,0,16,0.0,29.19,29.91,5.7,21,7.0,1471,0,0,0,0,0,0,0,0,0,0,0
2022,2012-07-31,85,68,77,3,65,69,0,12,0.16,29.21,29.91,4.2,6,7.0,1469,0,0,0,0,0,0,0,0,0,0,0
2024,2012-08-01,90,68,79,6,64,69,0,14,0.0,29.19,29.91,1.7,19,3.6,1466,0,0,0,0,0,0,0,0,0,0,0
2026,2012-08-02,93,66,80,7,63,69,0,15,0.0,29.13,29.85,1.5,11,6.5,1464,0,0,0,0,0,0,0,0,0,0,0
2028,2012-08-03,95,71,83,10,67,72,0,18,0.0,29.16,29.86,4.9,7,6.3,1462,1,0,0,0,0,0,0,0,0,0,0
2030,2012-08-04,93,71,82,9,69,72,0,17,0.37,29.15,29.85,3.8,20,6.0,1460,0,0,0,0,0,0,0,1,0,0,0
2032,2012-08-05,84,66,75,2,59,66,0,10,0.0,29.35,30.04,7.0,31,9.1,1458,0,0,0,0,0,0,0,0,0,0,0
2034,2012-08-06,85,62,74,1,56,64,0,9,0.0,29.35,30.07,3.2,24,4.3,1456,0,0,0,0,0,0,0,0,0,0,0
2036,2012-08-07,92,62,77,4,60,68,0,12,0.0,29.21,29.94,7.0,25,8.3,1453,0,0,0,0,0,0,0,0,0,0,0
2038,2012-08-08,84,72,78,5,62,68,0,13,0.0,29.24,29.96,8.3,5,8.6,1451,0,0,0,1,0,0,0,0,0,0,0
2040,2012-08-09,75,63,69,-4,63,65,0,4,0.05,29.16,29.88,7.3,4,9.6,1449,0,0,0,0,1,0,0,0,0,0,0
2042,2012-08-10,76,61,69,-4,55,60,0,4,0.18,29.2,29.91,13.2,36,14.2,1446,0,0,0,0,1,0,0,0,0,0,0
2044,2012-08-11,78,56,67,-6,53,59,0,2,0.0,29.26,29.97,6.5,35,8.5,1404,0,0,0,0,0,0,0,0,0,0,0
2046,2012-08-12,76,55,66,-7,54,60,0,1,0.0,29.27,29.99,3.4,22,3.8,1402,0,0,0,0,0,0,0,0,0,0,0
2048,2012-08-13,69,60,65,-8,61,63,0,0,0.4,29.24,29.96,0.3,2,3.4,1399,0,0,0,0,1,0,0,0,0,0,0
2050,2012-08-14,84,56,70,-2,60,64,0,5,0.0,29.2,29.92,0.6,6,4.8,1397,1,0,0,0,0,0,0,0,0,0,0
2052,2012-08-15,85,65,75,3,60,66,0,10,0.0,29.19,29.91,5.7,23,6.3,1395,0,0,0,0,0,0,0,0,0,0,0
2054,2012-08-16,76,62,69,-3,61,65,0,4,0.39,29.13,29.84,7.0,25,10.7,1352,1,0,0,0,0,0,0,0,0,0,0
2056,2012-08-17,76,58,67,-5,51,58,0,2,0.0,29.27,29.98,4.9,33,7.4,1350,0,0,0,0,0,0,0,0,0,0,0
2058,2012-08-18,77,53,65,-7,51,58,0,0,0.0,29.26,29.98,2.6,14,4.5,1347,0,0,0,0,0,0,0,0,0,0,0
2060,2012-08-19,79,60,70,-1,50,58,0,5,0.0,29.22,29.94,1.5,7,3.6,1345,0,0,0,0,0,0,0,0,0,0,0
2062,2012-08-20,74,58,66,-5,56,60,0,1,0.08,29.25,29.96,3.5,5,6.2,1342,0,0,0,1,0,0,0,0,0,0,0
2064,2012-08-21,79,53,66,-5,50,58,0,1,0.0,29.35,30.06,2.6,13,4.6,1340,0,0,0,0,0,0,0,0,0,0,0
2066,2012-08-22,85,54,70,-1,52,60,0,5,0.0,29.35,30.07,5.5,19,5.8,1337,0,0,0,0,0,0,0,0,0,0,0
2068,2012-08-23,92,64,78,7,56,64,0,13,0.03,29.33,30.04,7.6,18,8.1,1334,0,0,0,1,0,0,0,0,0,0,0
2070,2012-08-24,94,64,79,8,57,66,0,14,0.0,29.28,29.99,8.2,19,8.8,1331,0,0,0,0,0,0,0,0,0,0,0
2072,2012-08-25,93,66,80,10,57,66,0,15,0.0,29.29,30.01,7.4,18,7.9,1329,0,0,0,0,0,0,0,0,0,0,0
2074,2012-08-26,79,66,73,3,67,68,0,8,0.57,29.29,30.01,6.1,18,7.1,1326,0,0,0,0,1,0,0,0,0,0,0
2076,2012-08-27,88,66,77,7,61,67,0,12,0.0,29.33,30.03,4.6,1,6.0,1323,1,0,0,0,0,0,0,0,0,0,0
2078,2012-08-28,86,63,75,5,61,65,0,10,0.0,29.37,30.08,3.6,7,5.2,1321,0,0,0,0,0,0,0,0,0,0,0
2080,2012-08-29,84,65,75,5,59,65,0,10,0.0,29.33,30.05,4.8,13,5.8,1318,0,0,0,0,0,0,0,0,0,0,0
2082,2012-08-30,90,64,77,7,59,66,0,12,0.0,29.28,29.99,10.2,20,10.5,1316,0,0,0,0,0,0,0,0,0,0,0
2084,2012-08-31,92,71,82,13,64,70,0,17,0.0,29.32,30.02,4.9,24,10.4,1313,0,0,0,0,0,0,0,0,0,0,0
2086,2012-09-01,75,71,73,5,66,69,0,8,0.0,29.29,30.01,12.1,5,11.9,1310,0,0,0,1,0,0,0,0,0,0,0
2088,2012-09-02,82,73,78,10,69,71,0,13,0.0,29.19,29.91,10.4,6,10.7,1308,0,0,0,0,0,0,0,0,0,0,0
2090,2012-09-03,88,71,80,12,70,73,0,15,0.0,29.17,0.0,4.6,6,4.4,1305,1,0,0,0,0,0,0,0,0,0,0
2092,2012-09-04,90,66,78,10,69,72,0,13,0.64,29.13,29.86,2.8,7,8.6,1302,0,0,0,0,1,0,0,0,0,0,0
2094,2012-09-05,86,63,75,8,64,68,0,10,0.16,29.11,29.8,3.3,23,7.1,1300,0,0,0,1,0,0,0,0,0,0,0
2096,2012-09-06,86,68,77,10,61,67,0,12,0.0,29.18,29.89,3.2,34,6.6,1297,0,0,0,0,0,0,0,0,0,0,0
2098,2012-09-07,78,59,69,2,60,64,0,4,0.06,29.11,29.82,4.7,34,9.6,1294,0,0,0,0,1,0,0,0,0,0,0
2100,2012-09-08,73,54,64,-2,50,56,1,0,0.28,29.14,29.86,9.5,31,11.6,1291,0,0,0,1,0,0,0,0,0,0,0
2102,2012-09-09,72,55,64,-2,51,56,1,0,0.0,29.35,30.04,8.1,35,9.4,1289,0,0,0,0,0,0,0,0,0,0,0
2104,2012-09-10,75,52,64,-2,50,56,1,0,0.0,29.42,30.14,5.9,19,6.5,1286,0,0,0,0,0,0,0,0,0,0,0
2106,2012-09-11,83,52,68,3,53,60,0,3,0.0,29.38,30.1,11.1,20,11.5,1283,0,0,0,0,0,0,0,0,0,0,0
2108,2012-09-12,86,63,75,10,56,63,0,10,0.0,29.4,30.11,10.0,21,10.3,1281,0,0,0,0,0,0,0,0,0,0,0
2110,2012-09-13,71,54,63,-2,53,57,2,0,0.19,29.54,30.25,8.7,36,10.0,1278,0,0,0,1,0,0,0,0,0,0,0
2112,2012-09-14,76,51,64,0,46,54,1,0,0.0,29.57,30.29,6.6,30,7.7,1275,0,0,0,0,0,0,0,0,0,0,0
2114,2012-09-15,79,50,65,1,46,55,0,0,0.0,29.47,30.21,1.7,17,4.0,1272,0,0,0,0,0,0,0,0,0,0,0
2116,2012-09-16,77,49,63,-1,47,55,2,0,0.0,29.3,30.04,4.7,22,5.0,1228,0,0,0,0,0,0,0,0,0,0,0
2118,2012-09-17,78,55,67,3,56,59,0,2,0.26,29.1,29.84,4.8,26,9.0,1225,0,0,0,0,1,0,0,0,0,0,0
2120,2012-09-18,63,47,55,-9,39,47,10,0,0.0,29.21,29.92,11.8,33,12.2,1221,0,0,0,0,0,0,0,0,0,0,0
2122,2012-09-19,73,41,57,-6,40,50,8,0,0.0,29.19,29.93,15.9,20,16.1,1219,0,0,0,0,0,0,0,0,0,0,0
2124,2012-09-20,72,51,62,0,39,50,3,0,0.0,29.16,29.89,8.4,28,8.9,1216,0,0,0,0,0,0,0,0,0,0,0
2126,2012-09-21,60,48,54,-8,46,50,11,0,0.15,29.13,29.86,1.9,29,6.6,1213,0,0,0,1,0,0,0,0,0,0,0
2128,2012-09-22,59,44,52,-10,41,46,13,0,0.02,29.29,29.99,10.3,29,11.0,1210,0,0,0,1,0,0,0,0,0,0,0
2130,2012-09-23,61,40,51,-10,35,43,14,0,0.0,29.49,30.21,6.2,30,6.6,1208,0,0,0,0,0,0,0,0,0,0,0
2132,2012-09-24,70,37,54,-7,34,46,11,0,0.0,29.28,30.05,11.3,23,11.5,1205,0,0,0,0,0,0,0,0,0,0,0
2134,2012-09-25,77,49,63,2,52,57,2,0,0.0,29.13,29.86,8.6,21,9.1,1202,0,0,0,0,0,0,0,0,0,0,0
2136,2012-09-26,68,53,61,1,50,54,4,0,0.0,29.34,30.03,9.4,3,9.8,1199,0,0,0,0,0,0,0,0,0,0,0
2138,2012-09-27,65,46,56,-4,46,51,9,0,0.0,29.44,30.16,8.3,36,9.0,1197,0,0,0,0,0,0,0,0,0,0,0
2140,2012-09-28,67,50,59,0,48,52,6,0,0.0,29.4,30.13,7.5,1,8.9,1194,0,0,0,1,0,0,0,0,0,0,0
2142,2012-09-29,79,48,64,5,46,53,1,0,0.0,29.29,30.03,2.4,34,5.9,1191,0,0,0,0,0,0,0,0,0,0,0
2144,2012-09-30,66,50,58,-1,46,51,7,0,0.0,29.23,29.96,7.2,3,8.1,1188,0,0,0,0,0,0,0,0,0,0,0
2146,2012-10-01,66,47,57,-1,46,52,8,0,0.0,29.13,29.87,3.8,6,4.8,1186,0,0,0,0,0,0,0,0,0,0,0
2148,2012-10-02,69,53,61,3,50,55,4,0,0.0,29.15,29.86,9.6,3,9.9,1183,0,0,0,0,0,0,0,0,0,0,0
2150,2012-10-03,63,59,61,4,59,60,4,0,0.26,29.23,29.94,2.8,22,4.8,1180,0,0,0,0,0,0,1,0,0,0,0
2152,2012-10-04,77,48,63,6,52,56,2,0,0.12,29.31,30.02,10.1,24,11.7,1177,0,0,0,1,0,0,0,0,0,0,0
2154,2012-10-05,50,39,45,-12,31,40,20,0,0.0,29.36,30.09,8.4,28,8.9,1174,0,0,0,0,0,0,0,0,0,0,0
2156,2012-10-06,50,34,42,-14,28,37,23,0,0.0,29.41,30.13,9.5,30,9.8,1171,0,0,0,0,0,0,0,0,0,0,0
2158,2012-10-07,51,36,44,-12,24,36,21,0,0.0,29.41,30.14,6.1,28,7.6,1169,0,0,0,0,0,0,0,0,0,0,0
2160,2012-10-08,60,32,46,-10,29,40,19,0,0.0,29.32,30.07,13.9,20,13.8,1166,0,0,0,0,0,0,0,0,0,0,0
2162,2012-10-09,65,42,54,-1,38,45,11,0,0.17,29.15,29.9,13.1,22,16.7,1163,0,0,0,0,1,0,0,0,0,0,0
2164,2012-10-10,51,35,43,-12,31,38,22,0,0.0,29.36,30.08,12.1,28,12.7,1161,0,0,0,0,0,0,0,0,0,0,0
2166,2012-10-11,67,35,51,-3,35,44,14,0,0.02,29.4,30.11,9.0,23,15.0,1158,0,0,0,1,0,0,0,0,0,0,0
2168,2012-10-12,53,37,45,-9,32,40,20,0,0.0,29.61,30.35,6.1,7,10.6,1115,0,0,0,0,0,0,0,0,0,0,0
2170,2012-10-13,67,44,56,3,52,54,9,0,0.21,29.18,29.95,11.9,20,12.6,1112,0,0,0,0,0,0,1,0,0,0,0
2172,2012-10-14,71,48,60,7,55,57,5,0,0.77,28.89,29.62,10.8,24,15.6,1109,0,0,0,0,1,0,0,0,0,0,0
2174,2012-10-15,60,41,51,-2,41,46,14,0,0.0,29.21,29.89,5.4,32,9.0,1107,0,0,0,0,0,0,0,0,0,0,0
2176,2012-10-16,70,40,55,3,45,51,10,0,0.0,28.97,29.72,14.0,18,14.4,1104,0,0,0,0,0,0,0,0,0,0,0
2178,2012-10-17,68,54,61,9,52,56,4,0,0.51,28.71,29.45,15.6,19,17.7,1101,0,0,0,0,1,0,0,0,0,0,0
2180,2012-10-18,54,45,50,-1,41,45,15,0,0.07,28.71,29.43,13.7,22,15.1,1099,0,0,0,1,0,0,0,0,0,0,0
2182,2012-10-19,52,43,48,-3,43,45,17,0,0.02,28.81,29.51,4.2,26,7.0,1096,0,0,0,0,0,1,0,0,0,0,0
2184,2012-10-20,59,39,49,-1,40,44,16,0,0.0,29.1,29.8,6.9,27,7.2,1093,0,0,0,0,0,0,0,0,0,0,0
2186,2012-10-21,68,37,53,3,45,49,12,0,0.0,29.25,29.97,6.2,16,6.5,1090,0,0,0,0,0,0,0,0,0,0,0
2188,2012-10-22,65,49,57,7,56,57,8,0,0.81,29.18,29.92,4.0,20,6.5,1048,0,0,0,0,1,0,0,0,0,0,0
2190,2012-10-23,70,57,64,15,60,61,1,0,0.06,29.18,29.9,4.4,16,7.0,1045,0,0,0,0,1,0,0,0,0,0,0
2192,2012-10-24,78,58,68,19,62,65,0,3,0.0,29.15,29.88,11.5,19,11.2,1043,0,0,0,0,0,0,0,0,0,0,0
2194,2012-10-25,75,45,60,12,56,59,5,0,0.13,29.11,29.81,11.8,22,17.6,1040,0,0,0,1,0,0,0,0,0,0,0
2196,2012-10-26,51,37,44,-4,30,39,21,0,0.0,29.54,30.25,8.9,34,9.7,1037,0,0,0,0,0,0,0,0,0,0,0
2198,2012-10-27,48,34,41,-7,27,36,24,0,0.0,29.54,30.28,9.6,36,10.5,1035,0,0,0,0,0,0,0,0,0,0,0
2200,2012-10-28,49,38,44,-3,30,38,21,0,0.0,29.52,30.27,12.8,1,13.6,1032,0,0,0,0,0,0,0,0,0,0,0
2202,2012-10-29,51,36,44,-3,30,38,21,0,0.0,29.43,30.2,14.3,36,15.0,1030,0,0,0,0,0,0,0,0,0,0,0
2204,2012-10-30,48,39,44,-2,26,36,21,0,0.0,29.08,29.85,19.4,35,18.5,1027,0,0,0,0,0,0,0,0,0,0,0
2206,2012-10-31,50,34,42,-4,26,35,23,0,0.0,29.09,29.83,13.5,33,13.8,1024,0,0,0,0,0,0,0,0,0,0,0
2208,2013-05-01,84,56,70,17,54,62,0,5,0.0,29.36,30.06,8.0,18,9.7,1401,0,0,0,0,0,0,0,0,0,0,0
2210,2013-05-02,55,42,49,-5,41,45,16,0,0.11,29.44,30.17,15.2,3,15.4,1403,0,0,0,1,0,0,0,0,0,0,0
2212,2013-05-03,48,40,44,-10,42,43,21,0,0.05,29.28,30.03,11.2,4,11.5,1405,0,0,0,0,1,0,0,0,0,0,0
2214,2013-05-04,71,48,60,6,45,51,5,0,0.02,29.26,29.99,6.1,6,7.0,1408,0,0,0,0,0,0,0,0,0,0,0
2216,2013-05-05,69,48,59,4,43,50,6,0,0.0,29.28,30.0,8.8,3,9.3,1410,0,0,0,1,0,0,0,0,0,0,0
2218,2013-05-06,71,50,61,6,39,49,4,0,0.0,29.28,30.0,7.5,3,8.0,1413,0,0,0,0,0,0,0,0,0,0,0
2220,2013-05-07,75,48,62,7,41,52,3,0,0.0,29.28,30.0,4.7,5,5.8,1415,0,0,0,0,0,0,0,0,0,0,0
2222,2013-05-08,79,48,64,8,43,54,1,0,0.0,29.26,29.98,3.7,7,5.1,1418,0,0,0,0,0,0,0,0,0,0,0
2224,2013-05-09,75,46,61,5,50,54,4,0,0.32,29.15,29.9,1.0,9,5.8,1420,0,0,0,1,0,0,0,0,0,0,0
2226,2013-05-10,47,44,46,-10,43,45,19,0,0.13,29.18,29.91,9.4,36,10.0,1422,0,0,0,0,0,0,1,0,0,0,0
2228,2013-05-11,60,43,52,-5,37,45,13,0,0.0,29.21,29.92,10.1,30,12.7,1424,0,0,0,0,0,0,0,0,0,0,0
2230,2013-05-12,55,37,46,-11,29,39,19,0,0.0,29.35,30.08,7.8,32,11.2,1466,0,0,0,0,0,0,0,0,0,0,0
2232,2013-05-13,64,36,50,-8,32,43,15,0,0.0,29.34,30.09,2.5,9,5.9,1468,0,0,0,0,0,0,0,0,0,0,0
2234,2013-05-14,91,50,71,13,49,59,0,6,0.0,28.98,29.75,8.4,22,11.7,1470,0,0,0,0,0,0,0,0,0,0,0
2236,2013-05-15,84,60,72,14,49,59,0,7,0.0,29.07,29.77,3.2,28,8.4,1472,0,0,0,0,0,0,0,0,0,0,0
2238,2013-05-16,83,53,68,9,46,56,0,3,0.0,29.2,29.89,4.1,7,5.0,1474,0,0,0,0,0,0,0,0,0,0,0
2240,2013-05-17,70,55,63,4,46,53,2,0,0.0,29.29,30.0,6.1,4,6.8,1476,0,0,0,0,0,0,0,0,0,0,0
2242,2013-05-18,80,56,68,8,56,61,0,3,0.0,29.26,29.99,5.3,12,6.5,1478,0,0,0,0,0,0,0,0,0,0,0
2244,2013-05-19,86,58,72,12,61,66,0,7,0.0,29.12,29.85,6.2,14,7.6,1480,1,0,0,0,0,0,0,0,0,0,0
2246,2013-05-20,89,65,77,16,60,67,0,12,1.09,29.03,29.73,12.6,22,13.7,1482,0,0,0,0,1,0,0,0,0,0,0
2248,2013-05-21,81,64,73,12,63,66,0,8,0.56,28.96,29.67,11.2,20,12.1,1484,0,0,0,0,1,0,0,0,0,0,0
2250,2013-05-22,73,52,63,2,60,63,2,0,1.35,28.97,29.66,4.5,25,7.4,1486,0,0,0,0,0,0,0,0,0,0,1
2252,2013-05-23,54,42,48,-13,43,46,17,0,0.06,29.38,30.05,14.5,2,14.8,1487,0,0,0,0,1,0,0,0,0,0,0
2254,2013-05-24,57,41,49,-13,34,42,16,0,0.0,29.62,30.35,7.5,4,8.1,1489,0,0,0,0,0,0,0,0,0,0,0
2256,2013-05-25,57,44,51,-11,37,44,14,0,0.0,29.59,30.34,4.7,5,5.1,1491,0,0,0,0,0,0,0,0,0,0,0
